micros,aX,aY,aZ,gX,gY,gZ,mX,mY,mZ,
252191013,454.10,760.25,-754.39,-0.63,-25.88,66.38,-43.80,84.75,-27.00,
252211019,493.65,784.67,-726.56,-4.02,-27.85,61.04,-45.75,82.80,-25.35,
252231026,645.51,832.03,-715.82,-4.02,-27.15,56.84,-45.60,84.45,-26.25,
252251037,778.81,871.58,-669.92,-5.95,-40.41,48.52,-45.30,85.50,-27.30,
252271041,816.41,851.07,-623.05,-7.31,-60.44,38.27,-48.30,83.10,-27.45,
252291050,614.75,755.37,-666.99,-10.60,-68.24,32.52,-48.75,83.25,-26.70,
252311061,451.66,692.87,-681.15,-17.94,-67.37,23.22,-49.35,83.85,-27.15,
252331072,494.14,724.61,-664.55,-23.91,-66.41,22.35,-47.85,82.05,-29.25,
252351084,684.57,793.95,-568.36,-22.06,-71.62,15.47,-49.65,81.30,-27.45,
252371089,686.04,777.83,-522.95,-22.49,-79.79,8.12,-49.95,82.35,-28.95,
252391096,541.50,693.36,-558.11,-20.67,-81.13,4.47,-49.80,82.20,-30.15,
252411106,517.58,715.33,-579.10,-24.34,-76.49,-2.21,-48.45,83.70,-30.45,
252431118,660.64,818.85,-546.88,-29.47,-67.45,-8.87,-49.05,81.15,-30.45,
252451125,767.58,980.47,-453.61,-33.83,-72.40,-20.85,-48.60,80.85,-32.40,
252471133,671.39,1028.32,-387.70,-30.69,-79.80,-26.15,-50.25,81.45,-31.20,
252491143,609.38,984.38,-336.91,-27.30,-88.15,-28.78,-48.75,82.95,-31.20,
252511153,523.44,936.52,-312.50,-27.98,-93.95,-35.15,-48.45,82.95,-32.85,
252531157,413.09,891.11,-288.57,-28.69,-98.03,-37.22,-47.10,82.35,-31.35,
252551165,273.44,812.99,-257.81,-25.91,-100.73,-32.75,-46.50,82.80,-33.45,
252571171,161.62,738.77,-219.73,-21.34,-95.62,-28.29,-47.10,84.90,-35.10,
252591177,58.59,644.53,-188.96,-13.02,-85.05,-19.85,-46.50,85.35,-33.75,
252611182,28.32,609.86,-238.28,-7.56,-75.73,-14.29,-45.30,83.70,-34.20,
252631191,18.07,613.28,-264.16,-5.24,-67.37,-10.29,-47.70,83.70,-32.25,
252651202,27.34,626.95,-301.76,-3.69,-57.74,-4.17,-44.70,84.90,-36.15,
252671208,36.62,666.99,-287.11,-3.37,-46.49,-1.25,-44.55,84.00,-37.35,
252691216,49.32,682.13,-322.27,-2.67,-38.27,0.02,-44.10,85.05,-37.05,
252711224,62.99,681.15,-328.12,-0.98,-31.36,5.05,-44.40,85.35,-36.90,
252731236,31.74,688.48,-370.12,0.34,-26.23,5.69,-44.40,86.10,-36.45,
252751241,29.30,746.58,-372.56,-0.72,-13.98,8.56,-44.40,84.90,-35.85,
252771251,1.95,799.32,-413.09,-3.02,-9.21,10.67,-46.65,83.70,-37.05,
252791263,-41.50,822.75,-439.45,-0.73,-1.79,15.02,-44.55,83.70,-37.35,
252811274,-66.89,857.91,-503.91,-2.95,12.47,17.47,-45.90,84.45,-38.40,
252831281,-75.68,892.58,-535.64,-5.22,33.91,23.42,-45.00,84.60,-37.50,
252851289,-1.95,953.12,-564.94,-9.97,48.40,25.42,-45.45,83.85,-37.20,
252871294,147.95,1006.84,-593.26,-15.92,53.92,30.41,-45.45,83.40,-37.20,
252891304,166.02,1064.94,-622.07,-25.42,61.57,23.71,-46.35,83.70,-35.70,
252911313,224.61,1118.65,-596.68,-32.15,67.63,18.61,-47.70,84.00,-33.60,
252931324,480.96,1206.05,-478.52,-32.08,63.69,11.94,-47.70,83.70,-35.25,
252951330,639.65,1275.88,-398.93,-27.59,56.12,7.97,-48.45,83.25,-34.20,
252971339,551.27,1175.78,-479.98,-23.33,17.73,8.89,-47.40,82.20,-32.85,
252991347,198.73,942.87,-491.21,-22.82,-5.47,9.47,-46.35,82.95,-32.55,
253011356,75.68,846.19,-435.55,-19.22,-3.92,15.97,-47.85,83.85,-31.95,
253031361,105.96,884.28,-384.77,-15.65,8.87,14.02,-50.25,83.70,-32.55,
253051369,239.26,970.21,-334.96,-8.58,18.99,7.34,-50.25,82.50,-30.75,
253071380,388.67,1028.32,-311.04,-3.76,15.16,2.46,-48.75,82.95,-30.15,
253091389,391.60,942.38,-279.79,0.76,6.92,-7.28,-48.75,82.95,-30.45,
253111395,270.51,805.18,-307.62,6.64,3.21,-9.65,-48.90,82.80,-30.90,
253131401,130.37,673.34,-310.55,8.67,0.96,-8.34,-49.50,81.45,-29.10,
253151407,110.35,623.54,-330.08,9.36,2.00,-2.00,-49.05,82.95,-28.35,
253171415,96.19,599.61,-375.49,9.94,6.15,-2.02,-47.55,82.05,-30.60,
253191425,45.41,629.39,-418.46,6.47,6.56,1.18,-51.45,82.35,-31.35,
253211430,34.18,613.77,-455.57,2.82,5.40,4.82,-47.40,83.25,-31.50,
253231436,26.86,591.31,-463.87,-5.01,7.71,6.18,-47.70,83.70,-31.80,
253251444,77.64,609.38,-487.30,-6.85,10.38,13.54,-47.70,82.20,-31.20,
253271451,108.40,646.00,-494.14,-10.34,9.11,18.09,-48.00,81.90,-30.75,
253291461,177.25,687.99,-522.46,-17.36,8.87,19.40,-49.50,82.50,-30.45,
253311472,194.82,703.12,-505.37,-18.60,1.65,21.07,-48.75,81.90,-30.45,
253331482,221.19,699.22,-532.23,-20.75,-3.86,22.20,-49.65,81.30,-29.55,
253351492,247.07,714.36,-563.48,-21.95,-12.05,25.62,-49.65,80.85,-28.95,
253371500,262.21,736.82,-572.75,-21.62,-23.25,28.70,-50.40,81.60,-28.95,
253391506,268.55,740.23,-586.43,-18.72,-30.15,34.90,-50.85,80.70,-29.70,
253411511,303.71,693.36,-583.50,-15.95,-34.03,36.72,-50.85,81.15,-29.70,
253431520,358.40,674.80,-565.92,-12.26,-36.55,39.97,-51.00,81.60,-29.55,
253451532,493.16,702.15,-510.25,-5.89,-44.02,40.64,-51.75,80.25,-30.00,
253471537,633.30,709.96,-477.05,-0.52,-60.38,39.82,-52.50,78.00,-28.20,
253491545,699.22,756.35,-541.50,0.40,-80.15,37.07,-52.50,80.25,-30.90,
253511555,553.22,793.95,-657.23,-1.88,-83.33,29.27,-52.35,79.95,-31.20,
253531567,461.43,816.41,-699.22,-10.64,-77.68,29.79,-52.95,78.15,-32.85,
253551574,762.21,1080.08,-668.46,-16.44,-49.60,16.11,-53.25,77.55,-34.50,
253571580,922.36,1253.42,-579.59,-16.23,-60.84,11.94,-53.25,77.55,-34.05,
253591589,857.91,1231.93,-415.04,-13.39,-70.38,7.02,-52.95,78.15,-34.20,
253611595,830.57,1143.55,-398.93,-10.29,-81.63,4.96,-54.45,78.15,-34.95,
253631603,799.32,1092.29,-435.06,-13.15,-92.37,-1.54,-53.25,77.55,-34.05,
253651613,637.21,994.14,-461.43,-23.37,-107.22,-4.12,-54.00,75.60,-33.90,
253671625,438.96,866.70,-421.88,-30.18,-112.23,-2.31,-53.40,78.60,-38.10,
253691634,293.46,745.12,-330.57,-32.35,-104.75,4.20,-53.85,78.00,-39.00,
253711641,311.04,736.33,-306.64,-26.14,-91.77,13.19,-52.35,78.15,-39.75,
253731646,341.80,751.46,-298.34,-23.39,-96.20,25.30,-52.80,77.55,-40.65,
253751654,302.73,731.93,-325.68,-23.39,-95.71,33.86,-51.75,77.25,-39.60,
253771664,255.86,652.83,-328.61,-24.03,-93.07,37.63,-53.55,77.55,-40.05,
253791675,228.03,588.87,-327.15,-26.03,-85.25,43.56,-52.65,76.35,-41.55,
253811687,241.21,562.01,-345.70,-26.02,-78.15,45.86,-53.40,76.35,-42.30,
253831693,246.09,578.61,-337.89,-26.72,-72.81,49.21,-53.40,76.35,-42.90,
253851702,260.25,617.68,-364.26,-34.14,-64.17,46.85,-53.25,74.70,-44.55,
253871712,272.46,697.75,-376.46,-35.83,-56.06,44.00,-53.70,76.35,-42.30,
253891721,310.55,761.23,-345.21,-38.87,-49.07,41.08,-52.80,74.70,-43.05,
253911731,390.14,871.58,-328.61,-39.37,-45.44,34.55,-54.60,74.40,-42.00,
253931739,463.38,960.94,-332.03,-37.76,-40.29,23.71,-53.25,74.40,-43.80,
253951747,510.25,1052.25,-282.71,-33.85,-44.49,13.62,-54.45,74.10,-45.00,
253971757,500.49,1065.43,-225.59,-26.03,-50.03,6.61,-54.00,74.10,-43.65,
253991767,463.87,1060.55,-206.54,-12.56,-50.93,-1.16,-54.00,74.55,-44.70,
254011775,338.38,1004.39,-195.31,-2.41,-54.50,-4.44,-52.80,75.00,-45.15,
254031786,240.72,941.89,-220.70,6.76,-56.44,-4.06,-53.40,73.80,-44.40,
254051794,112.30,857.91,-270.51,9.05,-40.90,-2.92,-53.70,74.55,-45.30,
254071800,84.47,816.41,-370.61,10.93,-14.55,-5.16,-52.20,72.90,-46.95,
254091807,177.25,877.93,-364.75,6.47,-0.56,1.24,-51.90,74.85,-47.10,
254111814,385.25,1008.79,-372.07,2.00,-5.73,7.11,-53.55,75.00,-46.65,
254131824,496.09,1141.60,-371.09,-2.03,-21.54,12.08,-52.20,75.00,-47.55,
254151831,315.92,1035.64,-435.06,-8.09,-51.27,18.23,-51.90,75.30,-47.10,
254171838,42.48,784.67,-405.27,-15.37,-59.82,28.12,-53.40,74.55,-47.10,
254191848,-80.08,621.58,-399.90,-20.92,-50.26,40.63,-51.60,75.30,-47.40,
254211859,-85.45,552.25,-409.67,-27.04,-35.27,52.56,-52.65,74.10,-48.90,
254231871,4.88,578.61,-418.46,-33.88,-21.94,63.71,-52.50,73.20,-47.55,
254251876,170.90,717.77,-410.64,-38.61,-18.38,69.21,-50.85,74.10,-49.50,
254271884,291.02,842.29,-427.73,-40.05,-17.39,72.14,-53.70,73.05,-49.95,
254291892,407.23,886.72,-413.09,-43.94,-24.82,66.47,-54.30,71.10,-48.30,
254311899,510.25,924.80,-385.74,-45.73,-33.80,60.93,-55.65,71.70,-46.65,
254331908,563.96,927.73,-319.34,-42.05,-48.29,55.79,-53.55,69.90,-49.05,
254351919,541.50,916.50,-279.30,-38.38,-62.61,49.16,-54.75,72.00,-48.90,
254371926,402.34,891.11,-292.97,-31.85,-67.73,40.32,-54.30,69.90,-47.55,
254391935,319.82,870.12,-262.21,-25.54,-74.23,40.79,-53.55,71.10,-49.05,
254411941,265.62,853.52,-266.11,-18.76,-75.50,35.98,-55.50,69.45,-49.50,
254431951,282.71,814.94,-237.30,-12.43,-76.37,36.67,-55.95,68.85,-50.70,
254451963,316.89,827.64,-218.26,-8.17,-74.52,33.21,-55.20,70.20,-49.20,
254471975,331.54,856.93,-225.10,-2.12,-78.43,30.40,-53.55,68.85,-50.40,
254491983,329.59,867.19,-254.88,2.40,-78.63,25.63,-54.45,69.60,-54.15,
254511993,340.82,861.33,-257.32,4.49,-80.14,27.60,-53.70,67.95,-53.70,
254532001,374.51,883.30,-255.86,3.22,-79.28,26.72,-52.65,67.50,-53.70,
254552012,411.62,908.20,-257.32,3.51,-84.79,25.82,-53.40,68.25,-55.80,
254572021,421.39,924.32,-282.71,6.02,-87.89,25.40,-51.90,65.70,-56.40,
254592027,435.55,972.66,-256.84,5.01,-89.28,22.29,-53.70,67.20,-57.15,
254612036,437.99,990.23,-272.95,4.73,-87.71,21.11,-50.40,66.30,-59.40,
254632044,402.34,979.49,-279.79,1.34,-92.41,22.15,-48.30,65.25,-60.75,
254652051,340.33,949.71,-291.99,-0.72,-90.43,20.27,-48.90,66.30,-60.45,
254672060,269.04,909.67,-328.12,-3.18,-83.88,22.34,-48.30,66.60,-59.40,
254692069,261.23,853.52,-354.49,-7.71,-77.65,28.61,-48.60,65.25,-61.80,
254712075,285.16,858.40,-391.11,-12.29,-69.48,31.62,-45.75,65.55,-62.25,
254732086,369.14,900.88,-399.90,-16.47,-70.47,34.63,-46.95,63.90,-61.65,
254752093,373.54,928.71,-399.41,-20.37,-72.06,39.53,-45.45,65.55,-62.85,
254772105,287.60,865.23,-415.53,-25.74,-71.19,44.09,-43.95,64.80,-63.90,
254792110,194.34,786.62,-430.66,-29.18,-61.65,46.99,-43.65,63.75,-64.95,
254812118,187.50,740.23,-430.66,-32.89,-48.27,49.57,-44.40,65.55,-64.95,
254832126,262.21,744.14,-433.59,-33.82,-37.19,52.70,-43.80,64.95,-64.50,
254852136,363.77,806.64,-421.39,-35.15,-26.69,46.38,-42.90,65.25,-65.70,
254872141,422.36,815.43,-431.15,-35.25,-25.08,44.95,-45.45,64.50,-63.90,
254892150,448.73,790.53,-412.60,-32.26,-24.63,39.21,-46.35,64.35,-62.40,
254912154,437.50,784.18,-415.04,-28.50,-25.66,36.21,-43.95,66.30,-65.70,
254932163,391.60,758.79,-435.55,-21.31,-29.98,35.83,-42.90,65.85,-64.95,
254952171,400.88,757.32,-420.90,-19.19,-30.24,33.45,-44.40,65.25,-64.65,
254972177,415.53,783.20,-424.80,-16.99,-24.69,27.34,-43.50,65.40,-65.55,
254992188,406.25,803.71,-453.12,-12.84,-27.25,26.64,-44.70,65.25,-66.00,
255012196,383.79,783.69,-463.87,-12.79,-24.72,20.32,-43.05,64.95,-64.05,
255032200,399.90,790.04,-471.19,-7.79,-20.34,18.82,-44.10,65.70,-64.05,
255052208,444.34,819.82,-474.61,-7.53,-21.33,15.77,-43.50,64.95,-65.85,
255072217,461.91,830.57,-463.38,-4.98,-19.62,10.98,-43.65,66.30,-66.30,
255092223,461.91,817.87,-453.12,-2.90,-22.27,7.83,-43.35,64.50,-64.20,
255112234,457.52,837.89,-455.57,-3.07,-21.80,6.31,-43.50,65.70,-67.20,
255132241,435.06,846.68,-444.82,3.68,-22.24,3.31,-42.00,65.40,-67.20,
255152252,387.21,830.08,-448.24,4.09,-25.76,7.47,-42.15,64.80,-65.25,
255172257,399.41,831.05,-427.25,8.00,-23.98,8.24,-42.75,64.35,-67.20,
255192267,396.48,832.52,-421.88,8.93,-26.21,11.83,-39.60,64.65,-65.55,
255212277,386.72,806.15,-436.52,11.15,-28.03,12.46,-42.60,63.75,-65.70,
255232284,385.25,811.04,-448.73,8.00,-29.16,15.51,-40.80,62.70,-68.10,
255252289,363.28,812.99,-457.03,2.27,-28.37,15.47,-41.55,63.30,-67.05,
255272296,301.76,806.15,-440.43,-1.28,-33.02,18.70,-40.20,64.65,-67.95,
255292307,253.91,793.95,-455.57,-3.24,-31.83,22.26,-41.40,62.40,-66.60,
255312318,256.84,755.37,-450.68,-11.68,-26.93,22.38,-40.50,63.30,-68.40,
255332326,316.41,786.13,-421.39,-14.32,-21.10,23.08,-38.55,62.40,-68.55,
255352336,381.84,844.73,-405.27,-15.28,-23.56,19.83,-40.20,61.65,-68.25,
255372341,374.51,839.84,-409.67,-13.56,-21.28,16.93,-39.15,65.40,-67.95,
255392347,371.58,829.59,-383.30,-14.61,-22.89,13.08,-40.50,62.70,-67.80,
255412353,378.91,864.75,-379.88,-11.79,-22.78,10.50,-39.00,64.80,-68.10,
255432359,346.68,842.29,-366.70,-9.34,-24.61,6.67,-40.05,62.70,-67.05,
255452365,321.29,849.12,-374.51,-10.55,-23.34,3.79,-38.25,63.30,-68.40,
255472376,289.06,846.19,-366.70,-6.21,-20.50,-1.59,-38.70,64.05,-67.35,
255492381,275.88,834.47,-369.14,-4.69,-18.46,-2.92,-36.60,65.25,-69.15,
255512388,263.67,820.80,-365.72,-2.37,-18.27,-1.83,-37.95,63.75,-69.75,
255532394,259.77,834.96,-372.07,-4.67,-7.22,-3.76,-37.20,64.80,-68.10,
255552405,274.90,823.73,-378.42,-6.03,-5.27,-7.11,-37.95,64.80,-68.40,
255572414,300.78,866.21,-372.07,-2.81,-1.60,-7.10,-39.00,64.50,-66.30,
255592425,312.01,860.84,-365.72,-3.22,-1.89,-6.66,-37.95,64.05,-70.50,
255612430,300.78,861.82,-369.14,-1.45,1.73,-8.92,-38.10,64.65,-69.00,
255632437,277.34,852.54,-377.93,1.47,-0.90,-7.37,-37.05,63.60,-69.30,
255652441,295.90,830.57,-385.25,0.96,1.68,-8.31,-36.90,64.05,-67.35,
255672449,295.41,850.59,-392.58,2.38,4.08,-5.01,-37.20,63.75,-68.40,
255692460,287.11,843.26,-393.07,-0.60,4.05,-3.54,-36.75,64.35,-69.00,
255712471,286.62,849.12,-413.09,0.20,6.96,-3.07,-38.85,63.90,-67.20,
255732478,294.43,834.47,-420.41,-0.44,5.44,-0.98,-37.95,64.50,-68.10,
255752487,306.64,823.24,-409.18,-0.56,6.08,-1.19,-37.65,64.05,-66.75,
255772494,315.92,815.43,-404.79,-2.32,8.14,1.10,-38.10,64.95,-70.05,
255792503,313.48,809.57,-424.80,-2.58,5.97,2.02,-36.75,64.95,-69.00,
255812514,293.46,819.82,-440.92,-3.86,8.38,1.15,-37.80,64.65,-70.35,
255832521,311.04,803.22,-416.02,-2.72,7.15,6.40,-37.20,64.80,-68.10,
255852531,349.61,833.01,-416.02,-5.91,6.06,0.52,-38.25,63.30,-67.35,
255872542,352.54,832.52,-394.04,-0.84,5.36,0.66,-37.65,64.05,-66.00,
255892547,331.54,809.57,-408.20,-0.55,2.49,-0.81,-37.50,64.35,-69.00,
255912559,350.10,824.22,-408.69,-0.95,2.26,-2.63,-37.05,64.95,-67.95,
255932567,331.05,817.38,-430.66,2.24,1.42,-1.59,-37.20,65.25,-67.80,
255952578,312.99,797.85,-435.06,0.44,0.46,-2.98,-38.25,66.30,-68.85,
255972582,339.84,801.76,-437.01,1.31,1.48,-2.90,-37.20,65.55,-67.80,
255992587,335.94,824.71,-437.50,-1.22,0.64,-2.76,-37.95,64.05,-67.35,
256012592,335.94,855.96,-447.27,-1.28,-0.89,-1.22,-39.45,65.55,-66.75,
256032603,332.03,838.87,-439.45,-2.76,0.44,-1.80,-37.50,65.40,-68.55,
256052612,301.27,834.47,-431.15,-0.09,-2.99,-1.33,-37.50,64.35,-69.30,
256072622,309.08,833.98,-422.85,-1.15,-4.75,-1.28,-39.60,65.70,-68.55,
256092627,308.59,848.63,-416.99,3.11,-2.69,-0.29,-37.65,66.30,-68.40,
256112638,322.27,864.26,-401.86,5.08,-4.00,1.01,-36.60,64.80,-68.85,
256132645,331.54,858.89,-403.32,3.53,1.04,-0.89,-38.55,64.35,-68.55,
256152654,300.78,803.71,-387.70,3.11,-2.78,-0.47,-38.70,64.50,-67.80,
256172658,289.55,810.06,-395.51,5.97,0.11,-3.30,-37.50,63.90,-66.60,
256192665,290.04,794.92,-401.37,1.63,2.50,-2.23,-38.25,64.50,-68.40,
256212671,334.47,783.69,-395.02,1.37,2.66,0.60,-37.80,64.95,-68.55,
256232680,356.45,811.52,-406.25,0.87,5.27,-2.23,-36.75,64.35,-67.95,
256252688,352.54,829.10,-419.92,-0.95,0.63,-4.56,-38.10,63.90,-65.10,
256272695,326.17,824.22,-411.62,-1.71,2.06,-1.66,-37.80,64.35,-68.25,
256292706,330.08,846.68,-398.93,-2.99,1.22,-6.14,-38.85,65.70,-67.20,
256312716,308.59,835.94,-398.93,-3.45,2.79,-4.50,-36.75,64.95,-69.30,
256332725,276.86,816.41,-390.14,-2.35,4.34,-2.96,-37.05,64.35,-68.55,
256352736,280.76,826.66,-392.09,-1.11,6.58,-0.24,-36.90,64.50,-67.35,
256372743,298.34,838.87,-407.71,0.50,7.11,0.05,-38.10,65.70,-67.95,
256392755,325.68,839.84,-412.60,3.15,9.54,1.63,-37.65,65.55,-69.45,
256412761,329.10,835.45,-415.53,4.89,6.63,4.93,-37.80,65.40,-69.00,
256432767,353.03,834.96,-416.50,3.19,6.90,1.33,-38.10,64.35,-67.95,
256452775,345.21,827.15,-413.57,4.44,3.66,1.28,-37.80,65.40,-67.50,
256472785,350.10,831.54,-417.48,5.05,5.68,1.73,-37.50,62.85,-67.20,
256492791,349.61,839.36,-413.09,6.23,2.79,0.78,-36.15,64.05,-69.15,
256512803,313.48,828.61,-421.88,4.35,1.45,0.96,-38.25,66.30,-68.10,
256532815,328.12,833.01,-425.78,2.81,4.85,-0.26,-37.80,64.35,-68.25,
256552822,324.22,819.34,-416.02,2.11,4.81,-0.31,-38.10,63.60,-67.50,
256572828,325.68,818.85,-397.46,3.28,3.53,-1.76,-37.20,63.00,-67.80,
256592839,339.84,806.64,-399.90,3.39,7.08,-1.79,-39.00,63.00,-67.35,
256612846,318.85,844.24,-397.95,4.67,6.41,-3.82,-38.70,64.05,-67.35,
256632854,321.78,853.03,-407.23,6.27,4.70,-1.83,-38.70,63.75,-68.10,
256652861,314.45,806.15,-396.00,4.34,6.53,0.43,-38.10,63.15,-68.55,
256672866,317.38,821.78,-395.51,3.28,7.04,-0.20,-38.85,64.35,-68.55,
256692877,313.48,831.54,-422.85,2.37,10.05,-3.16,-39.00,64.50,-68.40,
256712887,342.77,835.45,-418.95,0.24,11.54,-3.40,-39.15,63.15,-67.20,
256732896,369.63,833.50,-411.62,2.18,10.90,-3.31,-40.80,61.95,-66.00,
256752906,358.40,830.08,-395.02,1.57,9.01,-4.15,-39.60,63.90,-68.55,
256772915,345.70,804.69,-400.88,1.60,9.13,-3.05,-39.15,63.90,-67.95,
256792923,349.12,812.50,-395.02,4.53,8.84,-4.76,-39.00,64.50,-68.40,
256812933,348.63,796.39,-400.39,4.53,11.60,-3.34,-40.05,64.50,-67.80,
256832941,378.42,802.25,-414.55,4.05,10.11,-2.41,-39.90,64.35,-67.50,
256852952,395.02,797.85,-421.88,1.82,10.38,-3.40,-39.15,64.35,-68.25,
256872961,378.91,796.39,-420.90,2.99,6.82,-2.93,-41.40,62.85,-66.60,
256892965,356.93,798.34,-423.83,-1.33,9.37,-2.93,-42.00,63.15,-65.10,
256912977,359.86,793.95,-446.78,-1.10,8.49,0.95,-39.45,63.75,-66.75,
256932985,367.19,798.34,-428.71,-1.73,7.37,-0.95,-41.55,64.05,-68.40,
256952996,390.62,795.41,-432.62,-1.57,7.44,0.90,-41.40,64.35,-69.00,
256973001,392.58,824.71,-428.71,-3.50,5.44,3.91,-40.65,63.60,-67.95,
256993013,353.03,840.82,-456.54,-4.05,4.84,0.24,-40.50,64.50,-66.75,
257013024,336.91,832.03,-425.78,-4.08,4.56,0.52,-39.45,64.80,-67.05,
257033030,358.40,810.06,-418.95,0.61,3.13,4.02,-41.10,63.30,-66.00,
257053038,356.93,797.36,-416.02,0.63,0.69,4.37,-40.65,64.35,-67.50,
257073046,365.23,796.88,-429.20,1.36,3.10,3.04,-40.95,63.60,-66.90,
257093051,391.60,803.71,-425.78,4.55,1.83,2.46,-39.75,63.00,-67.35,
257113060,416.99,801.27,-447.27,3.27,-2.17,0.24,-40.80,63.75,-66.00,
257133065,379.88,803.22,-440.43,0.85,-5.51,-3.08,-39.45,64.05,-68.40,
257153072,371.09,791.99,-455.08,0.27,-4.93,-6.20,-40.80,64.05,-66.00,
257173084,396.97,800.29,-446.78,-1.89,-8.72,-7.59,-41.40,63.15,-66.15,
257193094,399.90,827.64,-433.59,0.32,-8.18,-12.02,-41.85,64.80,-67.80,
257213100,437.01,863.28,-415.53,-0.89,-17.30,-14.15,-40.50,65.55,-67.80,
257233110,383.30,836.43,-433.11,2.09,-17.89,-19.51,-39.60,65.70,-66.90,
257253121,353.03,835.94,-434.57,5.02,-17.48,-18.66,-40.20,64.35,-67.20,
257273128,328.61,819.34,-423.34,4.52,-19.22,-21.91,-39.15,64.95,-69.30,
257293136,309.57,854.49,-428.71,7.04,-18.55,-20.58,-40.65,63.60,-66.90,
257313146,301.27,837.40,-413.09,6.50,-18.21,-20.20,-40.20,64.65,-66.15,
257333153,244.63,836.91,-423.83,7.07,-16.70,-19.66,-38.10,64.95,-68.55,
257353159,233.89,797.36,-428.22,9.92,-18.84,-16.26,-37.80,63.60,-67.95,
257373168,263.67,822.75,-432.13,7.63,-12.89,-14.96,-38.25,64.80,-68.85,
257393174,249.02,853.03,-450.20,8.61,-9.56,-9.42,-36.60,65.25,-68.10,
257413185,254.88,845.70,-465.33,7.97,-9.21,-7.22,-36.60,63.00,-69.75,
257433193,265.62,846.19,-450.68,5.80,0.84,-2.46,-37.05,64.65,-68.55,
257453204,283.20,819.82,-461.43,5.02,2.60,-0.27,-39.00,63.00,-68.40,
257473209,276.86,807.62,-454.10,0.00,-1.51,2.61,-37.50,64.35,-69.00,
257493216,287.11,821.29,-478.03,0.85,-0.23,5.48,-37.05,63.90,-69.00,
257513221,285.16,817.38,-462.89,-1.01,3.42,4.47,-36.75,64.35,-69.30,
257533231,291.50,794.43,-473.63,-1.68,4.26,3.82,-36.90,63.75,-70.50,
257553238,320.80,793.95,-452.64,3.66,6.34,3.33,-36.75,62.85,-67.95,
257573245,342.77,780.27,-468.75,2.38,7.15,1.51,-37.50,64.35,-69.00,
257593251,320.31,802.73,-474.12,4.53,11.59,-3.89,-39.15,65.70,-67.95,
257613261,327.64,797.36,-468.75,6.85,9.11,-6.21,-37.20,64.05,-69.75,
257633267,331.54,784.18,-482.42,5.24,7.18,-4.99,-36.75,63.90,-69.30,
257653274,314.45,782.71,-481.45,7.77,10.32,-11.50,-37.20,64.05,-70.50,
257673286,301.76,763.18,-503.91,5.53,15.18,-13.86,-37.65,65.25,-69.15,
257693294,313.48,763.67,-548.83,4.26,13.01,-15.91,-37.20,64.50,-69.45,
257713301,312.99,754.88,-570.80,-0.92,-0.76,-17.18,-37.05,65.40,-69.30,
257733312,285.16,739.75,-562.50,-7.62,-10.47,-19.07,-37.50,64.95,-69.00,
257753323,250.00,742.68,-592.77,-14.14,-13.91,-18.14,-38.70,62.70,-67.05,
257773333,268.55,771.48,-588.38,-20.53,-14.44,-20.70,-35.85,65.55,-68.10,
257793338,299.32,812.50,-593.75,-26.78,-11.10,-24.73,-38.85,62.85,-66.60,
257813347,349.12,809.57,-563.48,-33.86,-18.31,-33.98,-37.80,66.15,-69.60,
257833359,310.06,791.50,-563.96,-37.80,-23.16,-34.85,-37.05,67.20,-67.20,
257853364,225.59,803.71,-525.39,-40.40,-35.25,-34.49,-36.00,66.90,-69.00,
257873370,188.96,827.15,-481.93,-40.81,-40.05,-31.04,-36.45,66.45,-68.25,
257893380,157.23,858.89,-465.33,-36.26,-43.88,-27.22,-34.50,67.80,-67.05,
257913388,162.11,867.68,-425.29,-31.65,-35.77,-26.64,-32.10,67.95,-68.25,
257933398,170.41,890.62,-396.00,-24.17,-35.89,-26.00,-32.85,70.50,-67.50,
257953405,166.50,876.46,-391.11,-22.92,-36.11,-24.38,-31.20,68.55,-66.75,
257973414,239.26,836.91,-614.75,-14.87,-24.75,-26.21,-31.05,69.75,-68.55,
257993424,24.41,829.10,-436.04,-16.27,-27.02,-22.35,-29.85,70.35,-67.35,
258013434,5.37,914.55,-389.65,-19.54,-13.05,-20.32,-31.20,68.85,-66.75,
258033439,20.02,941.41,-353.03,-14.63,-13.15,-15.18,-30.60,69.60,-65.70,
258053445,-3.42,969.24,-318.36,-12.14,-11.44,-11.86,-30.30,72.75,-66.90,
258073451,-3.42,973.14,-274.90,-4.20,-6.05,-5.54,-29.25,72.30,-66.90,
258093456,49.80,990.72,-250.00,4.63,3.51,-2.27,-28.95,70.80,-66.90,
258113466,50.29,962.89,-256.35,12.37,16.63,0.18,-28.80,71.10,-67.35,
258133473,-13.18,949.22,-249.02,19.95,31.40,3.88,-29.85,71.40,-66.75,
258153483,-8.79,933.11,-257.32,25.15,58.18,4.55,-29.85,71.40,-67.05,
258173492,29.79,1027.83,-260.25,24.61,52.06,13.21,-30.00,70.20,-68.25,
258193504,34.18,950.68,-259.28,23.57,28.27,26.64,-30.00,70.80,-67.50,
258213509,56.15,858.40,-235.35,22.14,25.37,28.89,-32.10,69.00,-66.60,
258233516,44.92,834.96,-248.54,24.38,33.85,29.04,-31.65,69.60,-68.10,
258253525,57.62,829.59,-275.88,21.91,38.87,28.82,-33.90,68.25,-67.95,
258273532,70.31,813.48,-271.97,19.51,36.92,26.44,-34.65,69.75,-66.60,
