micros,aX,aY,aZ,gX,gY,gZ,mX,mY,mZ,
246048499,627.93,759.77,-275.39,45.48,103.07,-62.24,-61.80,68.70,-31.50,
246068507,717.29,820.80,-289.55,50.92,120.50,-68.52,-60.45,67.50,-30.15,
246088514,815.92,893.55,-286.62,57.89,118.78,-72.17,-61.80,70.50,-28.65,
246108522,972.66,1004.39,-254.88,61.63,102.11,-77.28,-59.70,70.80,-28.35,
246128529,1036.13,1092.29,-249.51,65.85,74.60,-84.24,-59.10,72.00,-26.70,
246148536,884.28,1024.41,-210.45,75.16,56.49,-90.32,-57.90,73.80,-27.75,
246168545,666.99,919.92,-250.49,80.06,59.04,-95.11,-55.35,74.70,-26.85,
246188556,542.97,868.65,-300.78,80.14,65.13,-96.76,-55.80,76.05,-27.75,
246208566,453.12,814.94,-355.47,78.98,71.73,-93.56,-54.00,77.10,-28.35,
246228572,389.16,747.56,-344.73,73.02,73.01,-90.44,-53.55,77.25,-26.40,
246248584,446.78,691.41,-344.24,64.70,72.24,-86.99,-51.75,79.50,-27.90,
246268596,518.07,709.96,-333.98,57.62,55.65,-81.10,-52.50,79.05,-26.40,
246288603,486.33,632.81,-407.71,54.20,51.27,-83.19,-50.55,81.15,-27.00,
246308609,407.23,567.38,-399.90,43.97,45.77,-77.76,-49.35,82.05,-27.90,
246328617,318.85,495.12,-394.53,36.96,45.62,-73.10,-48.60,83.10,-27.90,
246348628,291.99,465.33,-413.57,34.78,45.51,-67.11,-46.80,83.10,-27.90,
246368633,287.11,453.61,-437.99,28.73,46.24,-64.18,-47.10,85.35,-28.50,
246388640,252.93,443.85,-457.52,27.94,47.86,-53.44,-45.60,84.00,-27.75,
246408646,236.33,433.59,-481.93,24.90,51.56,-45.53,-45.30,83.70,-28.35,
246428652,254.88,418.95,-509.28,26.70,55.31,-35.18,-45.90,84.75,-25.95,
246448657,309.57,463.87,-550.78,26.67,58.35,-21.95,-42.90,85.35,-28.95,
246468669,381.84,524.41,-604.00,26.85,56.32,-14.70,-42.00,86.55,-27.75,
246488678,441.41,579.10,-661.13,23.74,51.19,-6.55,-41.70,85.50,-28.05,
246508686,485.84,629.39,-701.17,20.76,43.31,3.79,-43.50,86.55,-27.75,
246528694,523.44,651.86,-731.45,18.98,32.69,8.72,-44.55,86.55,-28.35,
246548699,590.82,680.66,-750.98,17.89,22.93,15.76,-43.35,86.40,-26.85,
246568708,656.74,715.82,-729.00,14.41,15.27,17.40,-44.85,84.75,-26.70,
246588720,682.13,748.05,-694.34,16.21,9.18,19.28,-43.50,86.55,-27.75,
246608732,713.87,696.78,-676.76,20.98,10.35,21.73,-42.90,86.40,-30.00,
246628736,691.89,642.58,-680.66,27.56,5.76,23.08,-43.05,85.80,-28.35,
246648743,683.11,646.00,-739.75,27.07,9.66,21.02,-45.00,86.70,-28.95,
246668749,799.80,742.19,-725.59,23.24,8.55,21.10,-43.65,84.90,-30.00,
246688760,1000.00,875.98,-682.13,16.35,-0.66,13.48,-45.30,84.00,-30.45,
246708766,1049.80,875.00,-651.86,12.14,-21.94,10.55,-45.60,85.80,-29.10,
246728778,940.92,800.29,-588.38,9.79,-29.28,-0.53,-45.90,85.80,-29.10,
246748785,782.71,738.28,-565.92,8.82,-31.77,-0.79,-45.30,84.75,-30.15,
246768792,692.87,727.05,-549.32,4.46,-37.83,-4.20,-45.00,86.10,-30.90,
246788799,611.33,703.61,-529.30,1.45,-42.89,-0.60,-45.90,85.50,-32.25,
246808804,545.90,664.55,-485.84,-5.07,-47.79,4.61,-46.35,85.05,-31.20,
246828815,486.33,601.07,-453.12,-11.31,-53.31,9.27,-44.85,85.05,-30.45,
246848823,410.64,491.21,-423.34,-15.63,-55.73,13.44,-45.90,84.00,-30.75,
246868829,329.10,439.94,-402.34,-17.19,-58.06,20.44,-44.55,85.50,-32.55,
246888837,285.64,443.85,-399.90,-18.69,-55.04,25.68,-46.05,84.60,-33.00,
246908842,277.83,475.10,-407.23,-22.82,-55.18,33.91,-45.30,84.75,-31.50,
246928853,272.95,521.97,-421.39,-21.19,-50.96,38.84,-45.90,85.50,-33.30,
246948863,241.70,522.46,-454.10,-28.32,-54.73,43.28,-47.10,83.10,-32.40,
246968868,216.80,505.37,-452.15,-31.50,-52.52,45.95,-48.75,82.95,-31.80,
246988876,247.07,495.61,-453.61,-33.28,-39.71,44.50,-48.90,83.40,-33.75,
247008887,278.32,553.22,-442.87,-33.94,-30.58,41.73,-47.10,83.40,-33.75,
247028894,337.89,613.77,-448.73,-32.70,-21.15,40.15,-47.70,82.95,-33.30,
247048903,369.63,650.88,-471.19,-30.46,-16.18,36.15,-48.75,82.20,-33.30,
247068914,373.05,650.39,-504.88,-27.62,-13.92,32.17,-49.35,82.35,-32.40,
247088921,376.46,664.06,-530.27,-27.51,-11.44,27.82,-49.65,82.05,-31.35,
247108930,338.87,683.11,-572.27,-28.18,-10.96,24.00,-51.45,80.25,-30.60,
247128937,322.75,726.56,-604.98,-27.28,-0.99,18.78,-52.50,81.30,-29.25,
247148949,357.42,806.64,-607.42,-27.45,11.85,14.09,-49.95,79.80,-31.65,
247168959,398.93,859.38,-590.33,-29.62,30.55,1.04,-50.70,80.55,-31.95,
247188964,441.89,877.93,-612.79,-30.92,39.66,-7.42,-50.25,80.40,-30.75,
247208976,470.70,925.78,-575.68,-28.47,44.11,-13.21,-51.75,80.55,-28.95,
247228987,485.84,957.52,-497.07,-24.84,47.65,-20.96,-50.85,80.40,-29.70,
247248991,578.61,1012.21,-380.86,-19.07,54.18,-30.53,-51.90,79.95,-25.95,
247269001,836.91,1114.26,-287.60,-4.95,63.24,-47.04,-48.90,82.35,-27.45,
247289012,959.96,1065.43,-307.62,10.35,48.98,-61.34,-48.75,81.90,-25.65,
247309017,889.16,946.78,-296.39,20.99,21.62,-72.72,-48.45,82.95,-25.95,
247329027,678.22,898.44,-226.56,32.82,5.76,-80.21,-47.10,82.05,-26.40,
247349037,542.97,912.60,-252.44,42.02,6.31,-88.05,-44.85,83.70,-26.70,
247369045,467.29,927.73,-302.25,47.80,9.80,-88.02,-46.05,85.35,-27.15,
247389053,394.53,854.00,-307.62,50.75,11.53,-86.75,-43.65,84.15,-26.85,
247409059,314.94,724.12,-353.03,48.90,15.25,-83.71,-42.00,86.55,-29.10,
247429065,209.96,617.68,-409.67,44.26,15.16,-78.41,-42.45,85.80,-28.65,
247449075,131.84,549.80,-462.40,30.44,13.57,-73.82,-42.00,84.45,-27.75,
247469084,36.13,483.89,-455.08,21.63,7.19,-60.47,-40.05,86.40,-28.20,
247489094,-11.23,413.09,-436.52,9.60,8.98,-49.57,-37.65,89.25,-31.95,
247509106,-19.53,381.35,-441.41,2.85,17.69,-37.02,-37.05,87.30,-30.45,
247529113,-22.46,377.93,-428.22,-0.76,33.69,-24.73,-38.25,88.20,-28.50,
247549121,19.04,387.70,-464.36,-3.51,41.51,-10.34,-36.15,88.95,-30.60,
247569129,31.25,458.50,-501.46,-3.92,45.76,3.94,-36.45,89.85,-29.70,
247589133,75.68,498.05,-540.53,-2.99,48.70,19.19,-36.45,89.85,-29.70,
247609137,168.46,561.52,-546.88,-1.86,57.18,26.53,-37.05,89.55,-29.70,
247629143,284.18,593.26,-580.08,2.75,59.51,34.21,-37.95,88.95,-28.20,
247649151,398.44,604.49,-616.70,2.53,51.63,42.98,-37.65,89.25,-28.50,
247669157,453.12,643.55,-664.06,3.91,38.67,50.17,-38.10,88.35,-29.40,
247689164,495.12,694.82,-731.45,2.35,26.81,55.30,-38.55,87.30,-27.00,
247709173,500.00,752.44,-753.91,2.41,25.02,56.14,-40.65,88.80,-25.95,
247729184,587.40,756.84,-705.08,2.81,19.07,58.95,-39.60,87.75,-28.35,
247749192,713.87,727.05,-687.50,6.55,15.05,55.27,-42.45,85.80,-28.65,
247769200,728.52,665.04,-732.42,8.09,15.40,52.15,-43.50,87.00,-28.05,
247789211,718.75,645.02,-736.33,10.87,11.48,54.75,-44.70,84.90,-28.95,
247809218,875.98,729.49,-729.49,5.08,12.49,46.21,-43.35,85.65,-27.45,
247829223,1065.43,868.65,-711.91,2.76,3.01,37.45,-43.05,85.80,-28.65,
247849230,1067.38,865.23,-687.50,-3.08,-15.89,27.27,-45.45,85.65,-28.95,
247869239,937.99,799.32,-619.63,-9.10,-19.36,15.05,-46.35,85.80,-28.35,
247889251,920.41,793.46,-575.68,-13.05,-21.22,5.66,-46.65,84.75,-28.05,
247909257,916.99,856.45,-512.21,-16.89,-28.87,0.41,-46.80,84.15,-29.25,
247929268,858.40,864.26,-458.98,-17.74,-39.08,-4.98,-45.90,84.45,-29.10,
247949278,842.77,842.29,-459.96,-19.24,-45.15,-10.93,-47.40,83.70,-27.75,
247969285,763.18,746.58,-418.46,-20.21,-56.70,-15.07,-47.70,84.45,-27.75,
247989293,625.98,669.43,-355.96,-20.15,-68.76,-12.09,-45.75,83.10,-28.95,
248009297,475.10,584.96,-301.76,-16.09,-77.63,-6.82,-44.85,85.50,-29.10,
248029305,350.59,524.41,-309.57,-14.50,-79.95,4.06,-46.05,83.40,-28.50,
248049310,289.55,512.21,-334.96,-15.39,-81.05,14.02,-46.50,85.35,-30.90,
248069318,250.49,493.16,-348.63,-17.94,-79.54,23.34,-45.90,83.70,-31.20,
248089326,233.40,480.96,-349.61,-23.24,-80.34,27.69,-46.35,84.00,-31.80,
248109338,213.87,489.26,-337.89,-26.38,-72.02,30.85,-46.95,82.95,-30.45,
248129343,260.25,492.19,-325.68,-21.05,-62.67,35.57,-46.80,84.15,-30.60,
248149352,336.91,572.75,-312.50,-17.57,-54.95,36.02,-46.80,83.40,-30.90,
248169361,401.86,654.30,-276.37,-16.46,-51.39,36.96,-46.35,82.95,-32.55,
248189370,400.39,709.47,-302.25,-11.21,-39.56,31.98,-47.70,83.25,-32.55,
248209381,398.93,712.40,-328.61,-6.84,-29.63,27.53,-48.90,82.05,-31.65,
248229387,394.04,764.65,-356.45,-2.55,-17.69,23.19,-47.85,83.40,-30.30,
248249398,380.86,806.64,-375.98,0.98,-6.05,17.51,-48.90,81.60,-30.90,
248269404,348.63,851.56,-440.43,6.53,7.89,15.59,-49.05,82.50,-34.20,
248289415,375.49,882.81,-468.75,3.45,24.02,11.31,-48.60,82.35,-33.00,
248309423,503.91,937.50,-491.70,2.82,27.95,7.74,-49.95,82.80,-33.00,
248329428,572.75,1041.50,-570.31,-1.11,27.30,2.89,-50.40,82.05,-32.40,
248349437,535.16,1108.40,-572.75,-7.62,16.81,-3.13,-49.95,82.05,-32.40,
248369443,458.50,1040.04,-542.48,-13.39,12.03,-10.35,-48.90,80.55,-31.95,
248389454,354.98,892.09,-477.54,-9.47,25.85,-16.47,-51.60,80.40,-30.45,
248409464,270.51,763.67,-413.57,-3.04,51.16,-18.73,-49.50,82.50,-32.55,
248429474,497.07,825.68,-381.35,9.31,71.07,-16.72,-49.80,80.70,-31.20,
248449484,741.70,940.92,-414.06,18.24,64.93,-17.89,-48.30,82.05,-30.60,
248469489,842.77,922.85,-405.76,16.60,32.60,-16.58,-50.40,81.30,-30.00,
248489496,788.09,843.75,-425.78,15.69,9.37,-22.38,-49.80,81.45,-28.05,
248509508,561.04,795.90,-449.71,6.31,10.47,-34.75,-49.35,82.80,-29.55,
248529518,423.83,763.67,-443.36,2.24,4.38,-32.44,-48.75,81.90,-28.65,
248549525,317.38,678.22,-436.52,-7.05,-7.22,-25.76,-50.25,82.95,-28.35,
248569530,200.68,532.71,-431.15,-15.21,-11.74,-17.59,-46.50,83.85,-30.30,
248589542,79.59,457.52,-440.43,-22.61,-4.79,-9.89,-46.95,83.25,-30.15,
248609548,37.60,401.86,-460.45,-30.63,0.23,-0.35,-46.65,84.75,-29.40,
248629554,48.83,415.53,-445.80,-34.27,15.30,8.21,-47.40,84.00,-29.10,
248649562,81.05,443.85,-433.59,-34.08,27.16,16.53,-45.90,84.45,-28.65,
248669570,173.34,509.77,-430.66,-28.12,39.53,19.16,-48.00,82.95,-26.70,
248689579,236.82,531.74,-456.05,-20.56,46.99,25.04,-46.80,83.85,-25.05,
248709590,281.25,560.55,-460.45,-11.56,44.87,35.36,-46.50,82.80,-27.15,
248729596,366.21,614.26,-474.12,0.23,42.55,44.00,-47.55,82.80,-25.35,
248749601,492.19,671.39,-534.18,9.73,42.21,45.39,-47.10,82.35,-25.35,
248769609,575.68,696.78,-577.64,17.54,31.91,50.17,-49.50,81.45,-25.95,
248789614,684.57,713.38,-580.57,21.25,14.05,51.39,-48.75,81.15,-24.60,
248809625,687.01,704.10,-652.83,23.92,-3.34,49.97,-50.85,79.95,-25.65,
248829636,593.26,660.16,-683.11,21.86,-3.79,44.43,-51.45,79.05,-24.45,
248849641,617.19,650.88,-667.48,17.79,-5.98,42.18,-52.20,79.50,-26.85,
248869646,719.24,717.29,-645.51,17.36,-3.48,37.40,-50.70,80.25,-27.45,
248889656,736.82,741.70,-760.74,14.52,0.76,28.82,-53.55,80.25,-26.85,
248909667,676.76,734.86,-830.57,7.54,-7.18,24.31,-52.80,78.30,-26.40,
248929675,699.22,724.61,-778.32,-3.92,-11.53,21.11,-53.25,78.30,-26.40,
248949685,915.04,810.55,-727.05,-7.40,-7.98,17.36,-53.85,77.25,-26.40,
248969691,1044.43,848.14,-661.13,-5.74,-22.31,6.66,-55.95,78.30,-25.35,
248989701,988.77,785.16,-570.31,-0.61,-36.00,-1.07,-52.80,78.30,-26.85,
249009708,945.31,752.44,-482.91,8.52,-35.94,-10.06,-55.20,79.20,-28.05,
249029718,881.35,766.11,-459.96,13.15,-35.95,-19.22,-53.70,78.90,-27.75,
249049724,853.03,814.94,-388.18,12.85,-36.27,-33.04,-52.80,78.00,-28.95,
249069734,878.91,855.96,-374.51,12.60,-40.92,-42.85,-53.40,79.20,-29.40,
249089746,793.95,804.69,-374.51,10.18,-46.41,-53.50,-52.95,78.90,-27.75,
249109758,663.57,685.06,-342.77,6.55,-58.75,-58.02,-49.65,80.25,-29.25,
249129766,467.77,594.73,-318.36,5.27,-68.37,-53.47,-50.25,81.90,-30.75,
249149771,281.25,531.25,-329.10,5.62,-67.24,-44.96,-50.70,82.05,-32.40,
249169779,159.67,491.70,-338.38,4.89,-65.95,-32.56,-48.90,82.05,-33.45,
249189788,145.51,485.35,-354.49,4.40,-50.21,-24.67,-49.80,81.90,-33.30,
249209796,212.89,517.09,-358.40,4.76,-50.06,-13.85,-49.50,82.20,-33.90,
249229801,261.23,523.93,-365.72,3.08,-45.08,-8.06,-49.80,82.95,-32.55,
249249806,281.74,533.20,-357.42,6.95,-34.56,-4.37,-48.75,81.90,-33.30,
249269814,317.38,556.15,-368.16,10.72,-26.69,0.66,-48.75,82.95,-35.25,
249289821,348.63,552.25,-396.00,12.05,-17.95,6.20,-49.05,82.20,-34.95,
249309828,355.47,585.94,-491.21,12.75,-9.33,7.97,-48.90,81.60,-34.80,
249329837,345.70,614.26,-557.13,5.08,-8.89,10.47,-47.85,82.80,-35.55,
249349844,324.71,647.46,-593.75,-3.92,-3.66,8.95,-49.35,82.80,-35.85,
249369855,322.27,712.40,-569.34,-12.72,-1.33,6.61,-48.75,82.20,-34.20,
249389867,308.59,784.18,-577.15,-22.37,11.73,3.54,-51.90,78.90,-31.20,
249409876,301.76,812.01,-525.39,-26.44,20.95,-2.18,-48.60,83.40,-35.85,
249429882,417.48,869.14,-498.54,-24.98,28.93,-4.70,-48.00,82.50,-34.20,
249449890,440.43,906.25,-428.22,-22.20,35.07,-12.23,-48.45,82.20,-33.30,
249469897,407.71,897.95,-381.84,-18.11,43.76,-18.85,-48.60,82.80,-32.40,
249489909,462.40,961.43,-341.80,-12.89,58.99,-23.85,-48.60,82.80,-32.70,
249509918,653.32,1040.53,-302.73,-2.60,59.13,-31.48,-51.60,81.45,-30.45,
249529924,694.82,1041.99,-374.02,4.98,47.16,-40.06,-48.45,82.95,-31.50,
249549931,551.27,968.75,-358.40,7.22,23.54,-39.88,-47.10,82.05,-31.35,
249569942,333.01,876.95,-333.01,11.39,24.32,-39.60,-48.30,82.05,-30.90,
249589949,234.38,852.05,-340.33,15.39,36.26,-40.37,-46.65,84.00,-31.20,
249609961,197.75,865.23,-375.49,16.90,52.79,-37.97,-46.50,83.10,-30.60,
249629967,266.60,873.54,-376.95,17.89,59.83,-34.63,-47.55,84.90,-29.55,
249649975,305.18,814.45,-387.21,18.34,61.94,-29.15,-45.90,84.00,-29.40,
249669984,265.14,688.96,-394.53,16.09,64.09,-25.22,-44.70,84.60,-31.35,
249689993,235.35,595.21,-424.32,13.01,65.80,-23.54,-43.05,85.80,-29.10,
249710003,230.96,537.60,-425.78,12.06,64.89,-13.59,-43.80,85.50,-30.15,
249730011,259.28,543.46,-471.68,7.39,63.83,-8.85,-44.10,86.25,-29.70,
249750022,233.40,530.27,-485.35,1.62,58.69,-4.44,-43.50,86.55,-29.40,
249770031,282.23,516.11,-508.30,0.72,62.70,-1.94,-43.65,84.15,-28.95,
249790043,303.22,522.95,-500.49,-1.44,64.53,-2.67,-45.45,84.90,-26.40,
249810049,343.75,521.97,-528.81,0.47,62.81,0.35,-44.40,85.65,-27.90,
249830059,399.90,563.48,-513.67,1.69,58.18,1.71,-43.80,85.80,-27.30,
249850066,477.54,613.28,-578.61,2.84,51.36,1.45,-43.80,86.25,-26.25,
249870071,506.35,630.86,-617.19,6.78,41.45,0.24,-41.85,86.10,-26.10,
249890076,536.13,642.09,-669.43,7.86,33.88,1.71,-44.70,86.10,-26.40,
249910080,580.57,666.99,-693.85,8.14,21.77,-0.27,-41.85,86.40,-27.15,
249930085,608.40,677.73,-699.71,8.20,10.79,-1.24,-43.95,85.35,-27.15,
249950092,590.82,689.45,-716.80,13.83,2.81,-2.38,-43.95,85.35,-26.10,
249970103,584.96,683.11,-696.29,14.99,-2.15,0.14,-43.35,85.35,-27.15,
249990115,635.74,682.13,-710.45,20.50,-4.89,1.44,-43.05,85.80,-27.00,
250010127,638.18,664.06,-770.51,19.21,-9.60,-1.47,-43.50,86.25,-27.00,
250030134,578.61,685.06,-836.43,15.21,-17.66,2.26,-43.35,86.40,-27.45,
250050144,582.03,708.50,-877.44,9.39,-18.32,5.18,-43.65,84.45,-27.30,
250070150,697.27,777.83,-780.27,3.08,-16.85,4.55,-44.10,87.15,-28.50,
250090156,936.52,872.56,-705.57,1.57,-22.05,2.98,-44.85,84.00,-29.10,
250110166,964.84,851.56,-655.76,2.72,-33.62,-4.06,-43.05,85.05,-28.65,
250130175,830.08,773.44,-568.36,4.56,-44.92,-7.91,-43.35,87.15,-30.00,
250150180,802.25,791.02,-548.34,4.18,-44.14,-11.05,-43.80,85.80,-29.10,
250170191,829.10,854.98,-531.74,6.23,-44.64,-14.11,-42.90,86.70,-30.30,
250190197,819.82,932.62,-486.33,7.10,-49.83,-16.24,-42.15,87.45,-28.95,
250210202,745.61,895.02,-458.50,3.51,-58.85,-21.37,-42.60,86.70,-30.30,
250230212,613.77,750.00,-441.41,1.19,-66.43,-18.79,-44.85,87.30,-29.10,
250250223,472.17,646.97,-408.69,-1.37,-74.55,-15.21,-43.35,86.70,-32.40,
250270228,328.61,566.89,-382.81,-2.21,-81.53,-4.47,-41.85,86.70,-32.70,
250290234,204.59,541.50,-321.78,-3.86,-79.04,9.36,-40.95,87.00,-34.20,
250310242,198.73,555.18,-315.92,-2.11,-74.93,19.10,-41.70,86.55,-33.30,
250330253,234.38,635.74,-347.17,-0.87,-68.11,24.32,-40.95,87.30,-35.25,
250350262,226.07,631.35,-345.70,-3.15,-65.68,28.09,-42.00,86.55,-34.20,
250370270,203.12,625.00,-303.22,-4.15,-66.78,32.93,-45.00,85.35,-34.05,
250390276,183.11,630.37,-280.27,-0.52,-56.18,32.50,-44.85,86.25,-33.90,
250410283,195.31,678.22,-286.62,2.41,-47.92,29.92,-43.50,86.55,-34.95,
250430291,227.54,705.57,-313.96,3.59,-39.02,26.76,-43.50,85.05,-34.95,
250450301,228.03,715.33,-314.45,7.79,-30.14,24.90,-44.70,86.10,-37.20,
250470311,214.84,705.57,-338.87,10.49,-18.21,22.43,-44.10,85.50,-36.30,
250490320,201.17,717.29,-377.44,11.27,-6.81,16.18,-44.70,85.35,-37.20,
250510328,193.36,730.47,-432.13,8.66,5.27,10.55,-44.70,83.40,-36.15,
250530339,234.38,780.76,-492.19,6.95,20.17,5.05,-45.60,84.75,-36.30,
250550349,313.96,811.52,-525.39,-1.33,31.27,-3.60,-45.30,82.50,-35.25,
250570359,305.18,848.14,-565.92,-5.89,32.72,-8.47,-45.75,84.90,-37.50,
250590370,233.40,810.06,-515.62,-11.69,41.36,-10.84,-46.65,84.45,-34.95,
250610381,332.52,872.56,-492.68,-13.50,51.51,-12.79,-45.90,85.50,-35.25,
250630391,451.66,954.59,-502.44,-13.44,52.69,-19.04,-44.85,85.05,-37.05,
250650402,476.56,1021.00,-550.78,-14.66,42.52,-20.87,-46.35,84.00,-32.55,
250670411,393.07,1016.60,-521.00,-19.91,39.19,-22.98,-45.00,85.65,-32.70,
250690417,412.60,1023.44,-447.75,-17.40,42.78,-32.37,-44.70,84.90,-33.45,
250710428,490.23,1041.02,-377.93,-14.58,50.43,-42.46,-43.65,85.65,-31.35,
250730434,541.99,1016.60,-299.32,-8.15,48.99,-50.06,-42.60,84.90,-33.45,
250750439,479.49,958.98,-347.66,3.57,54.55,-56.05,-41.55,86.40,-31.65,
250770451,323.73,824.71,-377.44,10.02,44.89,-53.89,-40.95,86.25,-30.45,
250790462,213.38,650.39,-421.39,13.82,41.37,-44.87,-42.75,86.25,-30.45,
250810471,158.69,554.69,-448.24,13.33,48.79,-35.85,-40.20,87.75,-30.75,
250830476,139.65,483.40,-459.96,12.52,51.79,-28.55,-39.90,87.00,-31.80,
250850480,149.41,490.72,-515.62,8.60,51.65,-20.72,-38.85,89.10,-31.50,
250870489,173.34,496.58,-552.25,3.25,48.14,-10.05,-37.95,89.25,-31.35,
250890494,146.97,468.75,-559.08,-1.69,44.15,-3.19,-39.45,88.20,-30.30,
250910505,134.77,416.50,-578.12,-3.86,50.12,3.07,-39.75,88.95,-29.55,
250930510,174.80,461.43,-604.49,-5.05,55.66,9.68,-40.80,87.15,-28.95,
250950514,294.43,539.55,-630.86,-7.97,48.76,14.92,-39.00,88.20,-30.60,
250970526,423.83,649.90,-646.97,-9.08,46.21,14.84,-39.15,88.35,-29.10,
250990531,496.09,699.71,-670.41,-10.56,39.65,15.74,-39.00,87.90,-28.50,
251010538,522.95,731.45,-691.41,-8.81,23.77,15.19,-40.50,88.20,-28.20,
251030547,562.50,750.98,-690.92,-6.90,14.40,13.80,-39.45,87.45,-28.50,
251050552,581.54,769.53,-696.78,-3.73,6.11,7.95,-40.05,87.90,-27.45,
251070560,618.65,784.67,-686.52,2.17,-5.31,10.43,-40.65,86.55,-25.20,
251090568,669.43,805.66,-663.57,7.08,-12.11,5.40,-40.05,87.45,-27.45,
251110579,685.06,806.15,-665.04,12.44,-22.66,6.47,-41.55,87.15,-28.20,
251130587,576.17,751.46,-771.48,14.58,-34.90,7.31,-40.65,87.30,-28.65,
251150594,428.71,701.17,-859.38,10.24,-39.92,10.40,-39.60,87.30,-29.10,
251170600,369.14,712.40,-911.62,2.46,-38.92,16.69,-40.65,87.75,-28.65,
251190611,467.77,823.73,-826.17,-4.23,-26.70,20.63,-41.85,87.45,-28.50,
251210620,774.90,984.38,-702.64,-9.36,-26.92,14.95,-42.90,87.15,-27.45,
251230628,866.70,916.50,-616.21,-9.97,-38.90,10.70,-42.15,85.35,-28.20,
251250633,758.30,762.70,-521.48,-3.24,-51.79,6.32,-40.65,87.30,-29.70,
251270640,705.08,757.81,-484.86,5.22,-55.59,4.18,-41.85,88.20,-30.60,
251290651,712.89,792.97,-491.21,9.01,-52.66,-2.53,-42.00,87.30,-30.45,
251310657,756.84,887.70,-425.78,10.00,-58.60,-7.39,-41.10,86.70,-31.95,
251330667,677.25,867.19,-400.88,13.19,-64.02,-9.60,-42.75,88.35,-32.55,
251350673,536.62,726.07,-369.63,12.78,-72.03,-7.27,-43.05,87.30,-31.20,
251370680,392.58,601.07,-384.77,12.43,-73.31,-3.48,-42.45,85.50,-34.20,
251390688,307.62,502.93,-393.55,7.27,-74.37,2.60,-42.00,87.00,-32.85,
251410697,274.41,480.47,-383.30,2.58,-74.56,9.60,-41.40,85.80,-34.95,
251430702,291.02,523.44,-396.97,-5.10,-71.42,14.41,-41.10,86.40,-34.80,
251450708,312.01,604.49,-375.49,-10.11,-75.36,22.41,-42.45,87.75,-35.25,
251470713,297.85,637.70,-378.42,-15.21,-73.63,24.92,-41.85,86.70,-35.85,
251490718,252.93,631.35,-336.43,-16.85,-73.04,28.14,-42.60,87.90,-35.85,
251510724,214.36,653.81,-333.50,-13.15,-68.14,31.60,-41.70,86.25,-36.00,
251530734,203.61,689.94,-332.52,-8.85,-57.22,34.35,-42.15,85.35,-35.10,
251550744,181.15,715.33,-340.82,-6.56,-50.31,34.26,-42.00,85.80,-36.75,
251570755,166.02,728.52,-363.77,-2.58,-41.88,30.32,-43.05,85.05,-37.35,
251590766,146.48,711.91,-375.00,0.73,-34.05,27.48,-45.90,84.45,-34.20,
251610772,78.61,708.98,-409.67,-0.64,-26.26,25.51,-43.50,85.50,-37.05,
251630781,34.67,711.91,-455.57,-1.11,-15.57,26.21,-45.30,84.75,-36.75,
251650791,55.66,791.99,-484.86,-3.40,7.30,25.10,-44.70,85.35,-37.20,
251670802,122.07,841.31,-493.65,-6.61,28.76,18.11,-45.90,84.75,-37.80,
251690809,254.39,896.97,-487.30,-7.30,36.05,15.47,-45.90,85.05,-37.35,
251710817,297.36,880.37,-529.79,-10.82,37.97,7.44,-44.70,84.60,-36.90,
251730829,227.05,855.47,-560.55,-11.56,32.79,7.92,-45.90,84.00,-36.00,
251750834,306.15,913.09,-610.35,-18.76,36.76,2.02,-48.00,85.05,-35.70,
251770842,331.05,938.96,-618.65,-23.60,35.27,-4.95,-46.65,84.75,-35.25,
251790847,282.23,943.85,-587.89,-29.82,35.25,-13.10,-46.05,83.40,-33.45,
251810853,328.61,965.82,-504.88,-24.02,57.28,-20.00,-46.50,83.40,-34.05,
251830865,541.02,967.77,-384.28,-14.34,69.08,-28.99,-43.95,84.60,-34.05,
251850871,675.29,1011.72,-375.98,0.11,73.40,-36.98,-44.85,84.75,-32.25,
251870877,685.55,948.24,-407.23,4.81,49.25,-41.48,-44.55,85.50,-31.80,
251890885,601.56,820.31,-449.71,8.15,34.58,-46.90,-45.30,84.75,-32.25,
251910896,448.24,691.41,-487.79,3.24,29.98,-55.40,-43.95,85.35,-30.90,
251930907,342.77,586.91,-501.95,-3.79,30.21,-58.15,-43.05,84.00,-29.40,
251950917,265.62,493.65,-470.21,-8.11,27.30,-53.24,-43.05,86.55,-31.50,
251970924,223.63,461.43,-524.90,-9.31,27.97,-44.34,-40.80,84.90,-31.95,
251990933,180.66,487.30,-569.82,-15.16,18.66,-32.40,-40.65,87.00,-31.50,
252010940,92.29,501.46,-634.28,-21.88,13.25,-19.19,-40.50,87.45,-30.60,
252030948,22.95,518.55,-686.04,-30.99,16.44,-6.49,-39.45,86.70,-29.25,
252050957,60.06,541.99,-703.12,-33.05,21.79,6.76,-39.00,88.20,-30.30,
252070964,113.77,546.39,-669.43,-32.58,29.10,15.40,-40.80,87.45,-28.20,
252090975,245.61,601.07,-669.43,-26.34,27.92,30.32,-40.50,86.70,-27.45,
252110982,346.68,631.35,-649.41,-17.37,17.60,39.37,-43.35,87.45,-27.15,
252130993,413.57,666.02,-672.36,-10.15,-4.08,54.95,-42.15,85.35,-25.80,
252150999,387.70,709.96,-727.54,-3.05,-17.47,60.75,-42.75,87.00,-27.00,
252171003,381.35,715.82,-740.23,-2.06,-27.79,65.68,-42.45,85.80,-28.05,
